price,units_sold,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,badges_count,badge_local_product,badge_product_quality,badge_fast_shipping,product_color,product_variation_inventory,shipping_option_price,countries_shipped_to,has_urgency_banner,merchant_rating_count,merchant_rating
17.0,10000,0,4.16,3040,1782.0,565.0,332.0,123.0,238.0,1,0,1,0,camouflage,50,5,52,0.0,12881,4.35261237481562
7.0,100,0,3.71,21,10.0,5.0,0.0,2.0,4.0,0,0,0,0,purple,9,2,40,0.0,9078,3.878166997135933
12.0,50,1,4.75,4,3.0,1.0,0.0,0.0,0.0,0,0,0,0,green,18,3,35,0.0,57,4.175438596491228
7.0,100,0,5.0,2,2.0,0.0,0.0,0.0,0.0,0,0,0,0,black,50,2,41,0.0,9703,3.9707307018447904
7.0,50,0,3.0,2,0.0,1.0,0.0,1.0,0.0,0,0,0,0,blue,50,2,41,0.0,25222,4.001546269130125
11.0,1000,0,4.11,135,75.0,24.0,19.0,10.0,7.0,0,0,0,0,yellow,50,2,41,0.0,6715,4.057185405807893
12.0,100,0,3.59,27,7.0,9.0,7.0,1.0,3.0,0,0,0,0,pink,50,3,42,0.0,3237,3.948409020698177
13.0,5000,0,3.61,127,59.0,16.0,20.0,7.0,25.0,0,0,0,0,yellow,50,3,43,1.0,17244,3.9464161447459984
2.72,1,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,orange,1,1,33,0.0,378,3.5978835978835977
6.0,20000,1,3.99,1600,809.0,322.0,238.0,100.0,131.0,0,0,0,0,green,50,2,33,0.0,16013,4.108849060138637
9.0,100,1,4.03,30,17.0,6.0,2.0,1.0,4.0,0,0,0,0,multicolor,3,3,19,0.0,49,3.7142857142857135
5.0,50,0,5.0,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,yellow,5,2,47,0.0,4,3.75
5.86,1000,0,3.73,150,71.0,23.0,23.0,11.0,22.0,0,0,0,0,white,6,1,30,0.0,9308,3.993016759776536
2.0,10000,1,3.99,980,520.0,180.0,120.0,67.0,93.0,0,0,0,0,green,1,1,23,0.0,12309,4.045170200666179
7.0,5000,0,4.38,996,654.0,178.0,94.0,32.0,38.0,1,0,1,0,gray,8,2,41,1.0,130598,3.946790915634237
5.66,100,0,3.08,13,3.0,3.0,3.0,0.0,4.0,0,0,0,0,black,50,2,35,0.0,2782,4.06901509705248
13.0,5000,0,4.11,792,450.0,150.0,88.0,35.0,69.0,0,0,0,0,pink,6,3,43,1.0,4571,3.910741632028002
8.0,5000,1,3.6,1254,500.0,241.0,207.0,126.0,180.0,0,0,0,0,yellow,27,3,28,0.0,88193,4.080890773644167
11.0,1000,1,3.78,299,120.0,73.0,55.0,22.0,29.0,0,0,0,0,gray,5,3,35,0.0,433,3.896073903002309
8.0,20000,0,4.05,8904,4640.0,1964.0,1121.0,493.0,686.0,0,0,0,0,black,50,2,31,1.0,19221,4.168097393475886
16.0,100,1,3.53,38,15.0,9.0,2.0,5.0,7.0,0,0,0,0,red,50,5,58,0.0,1088,4.272058823529412
11.0,100,0,4.6,5,3.0,2.0,0.0,0.0,0.0,0,0,0,0,gray,12,3,42,0.0,38936,4.122996712553935
11.0,5000,0,3.72,1008,447.0,201.0,135.0,81.0,144.0,0,0,0,0,white,50,2,25,1.0,61895,4.268002261895145
8.0,20000,0,4.16,6860,3906.0,1326.0,869.0,343.0,416.0,1,0,1,0,black,50,2,32,0.0,43676,4.283611136550967
14.0,1000,1,4.04,481,267.0,86.0,60.0,18.0,50.0,0,0,0,0,blue,50,4,41,0.0,26473,3.8947606995807047
7.0,100,0,3.6,25,10.0,4.0,5.0,3.0,3.0,0,0,0,0,black,50,2,127,0.0,483,4.15527950310559
12.0,20000,1,3.89,2294,1099.0,449.0,362.0,154.0,230.0,0,0,0,0,pink,25,3,50,0.0,59903,4.153665091898569
7.0,1000,0,3.49,49,16.0,11.0,10.0,5.0,7.0,0,0,0,0,green,50,2,132,0.0,1290,4.011627906976744
2.0,100,1,3.07,28,11.0,3.0,1.0,3.0,10.0,0,0,0,0,blue,2,1,26,0.0,4435,3.696054114994363
6.0,100,1,3.11,27,6.0,6.0,5.0,5.0,5.0,0,0,0,0,white,25,2,18,1.0,9177,3.8740329083578513
8.0,1000,1,4.07,267,148.0,44.0,40.0,15.0,20.0,0,0,0,0,green,50,3,38,1.0,2745,4.1256830601092895
8.0,5000,0,4.0,32,19.0,5.0,1.0,3.0,4.0,0,0,0,0,blue,50,3,43,1.0,13127,4.12394301820675
11.0,1000,1,3.97,359,180.0,74.0,49.0,28.0,28.0,0,0,0,0,black,50,2,30,1.0,4508,4.330745341614906
3.66,5000,0,3.19,1080,327.0,170.0,211.0,128.0,244.0,0,0,0,0,green,2,1,45,0.0,10600,3.8675471698113206
1.68,100,1,3.67,12,6.0,2.0,1.0,0.0,3.0,0,0,0,0,white,1,1,40,0.0,1047,3.956064947468959
13.0,100,0,2.5,2,0.0,1.0,0.0,0.0,1.0,0,0,0,0,white,36,3,29,1.0,31,3.774193548387097
13.0,1000,1,3.82,11,5.0,3.0,1.0,0.0,2.0,0,0,0,0,yellow,30,3,43,0.0,80093,4.006692220293909
11.0,100,1,2.92,12,2.0,1.0,6.0,0.0,3.0,0,0,0,0,red,50,2,16,1.0,18,3.6666666666666665
7.0,1000,0,3.75,219,101.0,36.0,38.0,15.0,29.0,0,0,0,0,black,2,2,44,1.0,30643,4.152726560715335
4.8100000000000005,10000,0,4.16,3135,1695.0,721.0,416.0,140.0,163.0,0,0,0,0,purple,45,1,39,0.0,24564,3.928879661292949
9.0,5000,0,4.29,761,476.0,128.0,90.0,34.0,33.0,0,0,0,0,red,50,3,55,0.0,5819,4.151916136793264
18.0,100,0,3.68,177,73.0,36.0,31.0,12.0,25.0,0,0,0,0,red,34,5,51,1.0,300,4.156666666666666
7.0,5000,1,3.63,601,245.0,102.0,121.0,55.0,78.0,0,0,0,0,brown,50,2,41,0.0,12033,4.024765228953711
16.0,10,0,3.0,3,0.0,2.0,0.0,0.0,1.0,0,0,0,0,green,2,4,34,1.0,31,3.548387096774193
5.0,1000,1,3.06,31,9.0,5.0,5.0,3.0,9.0,0,0,0,0,green,1,1,40,1.0,8484,3.995167373880245
1.68,1000,1,3.76,51,20.0,13.0,10.0,2.0,6.0,0,0,0,0,black,1,1,30,1.0,365,3.9424657534246577
7.0,100,1,3.81,21,8.0,4.0,6.0,3.0,0.0,0,0,0,0,blue,3,2,49,0.0,44,3.772727272727273
6.0,50,0,2.67,3,1.0,0.0,0.0,1.0,1.0,0,0,0,0,pink,46,2,8,1.0,1374,4.058951965065503
13.0,1000,1,3.76,151,70.0,31.0,16.0,12.0,22.0,0,0,0,0,black,50,3,12,1.0,171,3.9415204678362574
11.0,100,0,3.46,24,8.0,5.0,6.0,0.0,5.0,0,0,0,0,black,50,2,52,1.0,73595,4.38569196276921
7.0,5000,0,3.29,1042,384.0,146.0,158.0,98.0,256.0,0,0,0,0,gray,4,2,46,0.0,3460,3.8708092485549135
12.0,100,0,2.0,3,0.0,1.0,0.0,0.0,2.0,0,0,0,0,pink,50,3,38,0.0,5301,4.001131861912847
6.0,100,0,4.14,93,50.0,18.0,15.0,8.0,2.0,0,0,0,0,black,37,2,74,1.0,629,4.166931637519872
6.0,5000,0,3.28,449,165.0,50.0,83.0,49.0,102.0,0,0,0,0,white,50,2,49,0.0,7851,4.216278181123424
8.0,100,1,3.89,9,5.0,2.0,0.0,0.0,2.0,0,0,0,0,green,25,3,28,0.0,88193,4.080890773644167
8.0,100,0,3.14,29,9.0,4.0,6.0,2.0,8.0,0,0,0,0,yellow,5,2,32,0.0,89,4.067415730337078
11.0,1000,0,3.98,792,398.0,163.0,112.0,54.0,65.0,0,0,0,0,multicolor,50,2,137,0.0,6460,4.141021671826626
6.0,5000,0,4.04,548,305.0,87.0,78.0,29.0,49.0,0,0,0,0,pink,21,2,55,1.0,7076,3.968061051441493
11.0,1000,1,3.76,168,77.0,32.0,26.0,7.0,26.0,0,0,0,0,black,50,3,42,0.0,1452,3.7355371900826446
9.0,100,1,4.16,31,17.0,7.0,4.0,1.0,2.0,0,0,0,0,gray,20,3,35,0.0,2869,3.9745555942837223
8.0,100,0,3.07,14,3.0,2.0,5.0,1.0,3.0,0,0,0,0,black,50,2,40,1.0,43,3.186046511627907
3.78,1000,1,3.35,79,30.0,13.0,11.0,5.0,20.0,0,0,0,0,red,1,1,38,0.0,105015,3.789601485502071
8.0,100,0,3.89,9,5.0,2.0,0.0,0.0,2.0,0,0,0,0,white,50,2,124,0.0,32724,4.101118445177852
6.0,100,1,3.83,52,23.0,13.0,5.0,6.0,5.0,0,0,0,0,green,49,2,49,0.0,2602,4.159492697924673
8.0,1000,0,3.96,288,133.0,75.0,39.0,18.0,23.0,0,0,0,0,white,50,3,32,0.0,892,3.901345291479821
9.0,20000,0,4.09,4345,2341.0,878.0,607.0,230.0,289.0,0,0,0,0,black,50,3,42,0.0,49327,4.168345936302633
5.65,5000,1,4.06,998,526.0,202.0,147.0,46.0,77.0,0,0,0,0,black,50,1,65,0.0,92654,4.251721458328836
3.0,100,0,3.4,15,5.0,3.0,2.0,3.0,2.0,0,0,0,0,beige,3,1,36,0.0,268,3.8917910447761193
8.0,50,0,3.8,5,3.0,0.0,1.0,0.0,1.0,0,0,0,0,blue,5,2,23,0.0,129,3.7906976744186047
5.74,1000,0,3.99,71,41.0,7.0,10.0,7.0,6.0,0,0,0,0,red,3,1,43,0.0,3161,4.181588105030054
5.0,10,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,white,50,2,8,1.0,129,3.8372093023255816
8.0,20000,1,3.61,5641,2245.0,1059.0,999.0,562.0,776.0,0,0,0,0,multicolor,50,2,38,0.0,70773,4.038319698189988
3.67,10000,1,4.31,2072,1314.0,374.0,208.0,73.0,103.0,0,0,0,0,black,50,1,138,0.0,11333,4.395746933733345
7.0,1000,0,3.49,49,16.0,11.0,10.0,5.0,7.0,0,0,0,0,green,50,2,132,1.0,1290,4.011627906976744
8.0,5000,1,3.69,894,396.0,161.0,128.0,78.0,131.0,0,0,0,0,yellow,17,3,33,0.0,3209,4.27859146151449
11.0,1000,0,3.64,357,155.0,65.0,51.0,25.0,61.0,0,0,0,0,blue,50,2,41,0.0,39381,4.066326401056347
8.0,50,0,4.0,6,2.0,2.0,2.0,0.0,0.0,0,0,0,0,blue,4,3,42,1.0,19281,4.159898345521498
22.0,1000,1,3.38,542,195.0,93.0,92.0,49.0,113.0,0,0,0,0,white,50,5,35,1.0,9341,4.147414623701959
8.0,10000,1,3.7,2441,1070.0,460.0,373.0,181.0,357.0,0,0,0,0,white,50,3,41,0.0,39381,4.066326401056347
19.0,1000,1,3.01,205,57.0,25.0,43.0,23.0,57.0,2,1,0,1,multicolor,10,6,47,0.0,5048,4.1596671949286845
11.0,1000,0,3.67,215,94.0,32.0,40.0,23.0,26.0,0,0,0,0,pink,50,2,39,0.0,2377,4.063525452250736
6.0,1000,0,4.17,505,295.0,108.0,36.0,23.0,43.0,0,0,0,0,pink,9,2,37,0.0,2996,4.348798397863819
7.0,5000,1,4.16,1378,747.0,317.0,172.0,66.0,76.0,0,0,0,0,pink,15,2,41,0.0,25222,4.001546269130125
7.0,10000,1,3.84,1978,951.0,368.0,285.0,144.0,230.0,0,0,0,0,white,10,2,20,0.0,7069,4.055028999858537
8.0,100,0,2.81,21,5.0,2.0,4.0,4.0,6.0,0,0,0,0,red,50,2,17,1.0,31,3.5806451612903225
14.0,100,0,3.61,72,31.0,14.0,8.0,6.0,13.0,0,0,0,0,gray,2,3,39,0.0,7385,4.087339201083277
6.0,100,1,3.67,27,9.0,8.0,5.0,2.0,3.0,0,0,0,0,brown,5,2,38,1.0,4705,4.040595111583422
11.0,5000,0,3.45,1045,383.0,181.0,188.0,109.0,184.0,0,0,0,0,black,50,2,79,0.0,1490,3.946308724832215
6.0,5000,0,3.18,573,174.0,96.0,97.0,69.0,137.0,0,0,0,0,pink,13,2,34,0.0,9827,4.113869950137377
